PING 10.0.0.3 (10.0.0.3) 1000(1028) bytes of data.
1008 bytes from 10.0.0.3: icmp_seq=1 ttl=64 time=0.028 ms
1008 bytes from 10.0.0.3: icmp_seq=2 ttl=64 time=1.55 ms
1008 bytes from 10.0.0.3: icmp_seq=3 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=4 ttl=64 time=0.395 ms
1008 bytes from 10.0.0.3: icmp_seq=5 ttl=64 time=0.016 ms
1008 bytes from 10.0.0.3: icmp_seq=6 ttl=64 time=1.49 ms
1008 bytes from 10.0.0.3: icmp_seq=7 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=8 ttl=64 time=0.022 ms
1008 bytes from 10.0.0.3: icmp_seq=9 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=10 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=11 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=12 ttl=64 time=0.310 ms
1008 bytes from 10.0.0.3: icmp_seq=13 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=14 ttl=64 time=1.18 ms
1008 bytes from 10.0.0.3: icmp_seq=15 ttl=64 time=2.41 ms
1008 bytes from 10.0.0.3: icmp_seq=16 ttl=64 time=1.75 ms
1008 bytes from 10.0.0.3: icmp_seq=17 ttl=64 time=6.03 ms
1008 bytes from 10.0.0.3: icmp_seq=18 ttl=64 time=0.022 ms
1008 bytes from 10.0.0.3: icmp_seq=19 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.3: icmp_seq=20 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=21 ttl=64 time=0.910 ms
1008 bytes from 10.0.0.3: icmp_seq=22 ttl=64 time=2.59 ms
1008 bytes from 10.0.0.3: icmp_seq=23 ttl=64 time=0.360 ms
1008 bytes from 10.0.0.3: icmp_seq=24 ttl=64 time=3.43 ms
1008 bytes from 10.0.0.3: icmp_seq=25 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.3: icmp_seq=26 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=27 ttl=64 time=0.022 ms
1008 bytes from 10.0.0.3: icmp_seq=28 ttl=64 time=0.024 ms
1008 bytes from 10.0.0.3: icmp_seq=29 ttl=64 time=0.028 ms
1008 bytes from 10.0.0.3: icmp_seq=30 ttl=64 time=0.286 ms
1008 bytes from 10.0.0.3: icmp_seq=31 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=32 ttl=64 time=0.023 ms
1008 bytes from 10.0.0.3: icmp_seq=33 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=34 ttl=64 time=0.023 ms
1008 bytes from 10.0.0.3: icmp_seq=35 ttl=64 time=0.022 ms
1008 bytes from 10.0.0.3: icmp_seq=36 ttl=64 time=1.64 ms
1008 bytes from 10.0.0.3: icmp_seq=37 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=38 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=39 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=40 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=41 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=42 ttl=64 time=0.025 ms
1008 bytes from 10.0.0.3: icmp_seq=43 ttl=64 time=0.026 ms
1008 bytes from 10.0.0.3: icmp_seq=44 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=45 ttl=64 time=0.028 ms
1008 bytes from 10.0.0.3: icmp_seq=46 ttl=64 time=2.81 ms
1008 bytes from 10.0.0.3: icmp_seq=47 ttl=64 time=0.023 ms
1008 bytes from 10.0.0.3: icmp_seq=48 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=49 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.3: icmp_seq=50 ttl=64 time=1.36 ms
1008 bytes from 10.0.0.3: icmp_seq=51 ttl=64 time=0.044 ms
1008 bytes from 10.0.0.3: icmp_seq=52 ttl=64 time=2.53 ms
1008 bytes from 10.0.0.3: icmp_seq=53 ttl=64 time=3.93 ms
1008 bytes from 10.0.0.3: icmp_seq=54 ttl=64 time=6.33 ms
1008 bytes from 10.0.0.3: icmp_seq=55 ttl=64 time=8.79 ms
1008 bytes from 10.0.0.3: icmp_seq=56 ttl=64 time=13.2 ms
1008 bytes from 10.0.0.3: icmp_seq=57 ttl=64 time=9.80 ms
1008 bytes from 10.0.0.3: icmp_seq=58 ttl=64 time=10.3 ms
1008 bytes from 10.0.0.3: icmp_seq=59 ttl=64 time=12.5 ms
1008 bytes from 10.0.0.3: icmp_seq=60 ttl=64 time=10.3 ms
1008 bytes from 10.0.0.3: icmp_seq=61 ttl=64 time=5.91 ms
1008 bytes from 10.0.0.3: icmp_seq=62 ttl=64 time=7.18 ms
1008 bytes from 10.0.0.3: icmp_seq=63 ttl=64 time=18.1 ms
1008 bytes from 10.0.0.3: icmp_seq=64 ttl=64 time=0.020 ms
1008 bytes from 10.0.0.3: icmp_seq=65 ttl=64 time=4.84 ms
1008 bytes from 10.0.0.3: icmp_seq=66 ttl=64 time=4.42 ms
1008 bytes from 10.0.0.3: icmp_seq=67 ttl=64 time=11.2 ms
1008 bytes from 10.0.0.3: icmp_seq=68 ttl=64 time=12.2 ms
1008 bytes from 10.0.0.3: icmp_seq=69 ttl=64 time=11.9 ms
1008 bytes from 10.0.0.3: icmp_seq=70 ttl=64 time=11.6 ms
1008 bytes from 10.0.0.3: icmp_seq=71 ttl=64 time=12.3 ms
1008 bytes from 10.0.0.3: icmp_seq=72 ttl=64 time=11.0 ms
1008 bytes from 10.0.0.3: icmp_seq=73 ttl=64 time=12.6 ms
1008 bytes from 10.0.0.3: icmp_seq=74 ttl=64 time=11.9 ms
